BEDSCode,school_name,address,city,state,zip,longitude,latitude
310600010052,HAROLD O LEVY SCHOOL,650 ACADEMY ST,NEW YORK,NY,10034,-73.925464,40.865556
310600010098,PS 98 SHORAC KAPPOCK,512 W 212TH ST,NEW YORK,NY,10034,-73.917814,40.867741
310600010103,DOS PUENTES ELEMENTARY SCHOOL,185 WADSWORTH AVE,NEW YORK,NY,10033,-73.933964,40.850561
310600010115,PS 115 ALEXANDER HUMBOLDT,586 W 177TH ST,NEW YORK,NY,10033,-73.93514,40.846116
310600010128,PS 128 AUDUBON,560 W 169TH ST,NEW YORK,NY,10032,-73.938701,40.841032
310600010132,PS 132 JUAN PABLO DUARTE,185 WADSWORTH AVE,NEW YORK,NY,10033,-73.933964,40.850561
310600010143,JHS 143 ELEANOR ROOSEVELT,511 W 182ND ST,NEW YORK,NY,10033,-73.930991,40.849311
310600010152,PS 152 DYCKMAN VALLEY,93 NAGLE AVE,NEW YORK,NY,10040,-73.927578,40.859804
310600010153,PS 153 ADAM CLAYTON POWELL,1750 AMSTERDAM AVE,NEW YORK,NY,10031,-73.947599,40.826514
310600010173,PS 173,306 FT WASHINGTON AVE,NEW YORK,NY,10033,-73.939785,40.845459
310600010178,PROFESSOR JUAN BOSCH PS,12-18 ELLWOOD ST,NEW YORK,NY,10040,-73.928301,40.85924
310600010187,PS/IS 187 HUDSON CLIFFS,349 CABRINI BLVD,NEW YORK,NY,10040,-73.93684,40.856239
310600010189,PS 189,2580 AMSTERDAM AVE,NEW YORK,NY,10040,-73.928048,40.853045
310600010192,PS 192 JACOB H SCHIFF,500 W 138TH ST,NEW YORK,NY,10031,-73.952023,40.82051
310600010209,HAMILTON GRANGE MIDDLE SCHOOL,500 W 138TH ST,NEW YORK,NY,10031,-73.952023,40.82051
310600010210,PS/IS 210 21ST CENTURY ACADEMY,501-503 W 152ND ST,NEW YORK,NY,10031,-73.944666,40.830004
310600010223,MOTT HALL SCHOOL (THE),71-111 CONVENT AVE,NEW YORK,NY,10027,-73.951292,40.816626
310600010278,PAULA HEDBAVNY SCHOOL,421 W 219TH ST,NEW YORK,NY,10034,-73.912339,40.871673
310600010311,AMISTAD DUAL LANGUAGE SCHOOL,4862 BROADWAY,NEW YORK,NY,10034,-73.923818,40.866381
310600010314,MUSCOTA,4862 BROADWAY,NEW YORK,NY,10034,-73.923818,40.866381
310600010319,MS 319 MARIE TERESA,21 JUMEL PL,NEW YORK,NY,10032,-73.935815,40.839139
310600010322,MIDDLE SCHOOL 322,4600 BROADWAY,NEW YORK,NY,10040,-73.930082,40.860951
310600010324,MS 324 PATRIA MIRABAL,21 JUMEL PL,NEW YORK,NY,10032,-73.935815,40.839139
310600010328,COMMUNITY MATH AND SCIENCE PRE,401 W 164TH ST,NEW YORK,NY,10032,-73.937263,40.836982
310600010349,HARBOR HEIGHTS,306 FORT WASHINGTON AVE,NEW YORK,NY,10033,-73.939785,40.845459
310600010366,WASHINGTON HEIGHTS ACADEMY,202 SHERMAN AVE,NEW YORK,NY,10034,-73.921631,40.865575
310600010368,HAMILTON HEIGHTS SCHOOL,1750 AMSTERDAM AVE,NEW YORK,NY,10031,-73.947599,40.826514
310600010513,CASTLE BRIDGE SCHOOL,560 W 169TH ST,NEW YORK,NY,10032,-73.938701,40.841032
310600010528,IS 528 BEA FULLER RODGERS SCHOOL,180 WADSWORTH AVE,NEW YORK,NY,10033,-73.934676,40.850683
310600011211,INWOOD EARLY COLLEGE FOR HEALTH-INFO,650 ACADEMY ST,NEW YORK,NY,10034,-73.925464,40.865556
310600011293,CITY COLLEGE ACADEMY OF THE ARTS,4600 BROADWAY,NEW YORK,NY,10040,-73.930082,40.860951
310600011346,COMMUNITY HEALTH ACAD OF THE HEIGHTS,504 W 158TH ST,NEW YORK,NY,10033,-73.942074,40.833695
310600011348,WASHINGTON HGTS EXPEDITIONARY LEARN,511 W 182ND ST,NEW YORK,NY,10033,-73.930991,40.849311
310600011423,HIGH SCH-EXCELLENCE AND INNOVATION,650 ACADEMY ST,NEW YORK,NY,10034,-73.925464,40.865556
310600011462,COLLEGE ACADEMY (THE),549 AUDUBON AVE,NEW YORK,NY,10040,-73.92606,40.856532
310600011463,HIGH SCHOOL-MEDIA & COMMUNICATIONS,549 AUDUBON AVE,NEW YORK,NY,10040,-73.92606,40.856532
310600011467,HIGH SCHOOL-LAW & PUBLIC SERVICE,549 AUDUBON AVE,NEW YORK,NY,10040,-73.92606,40.856532
310600011468,HIGH SCHOOL-HEALTH CAREERS & SCIES,549 AUDUBON AVE,NEW YORK,NY,10040,-73.92606,40.856532
310600011540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,433 W 135TH ST,NEW YORK,NY,10031,-73.949929,40.8185
310600011552,GREGORIO LUPERON HS-SCI & MATH,501 W 165TH ST,NEW YORK,NY,10032,-73.9383,40.8381
310600145266,ST ELIZABETH SCHOOL,612 W 187TH ST,NEW YORK,NY,100331315,-73.9317979,40.8532117
310600145279,GOOD SHEPHERD SCHOOL,620 ISHAM ST,NEW YORK,NY,100342072,-73.9207583,40.8692105
310600145306,INCARNATION SCHOOL,570 W 175TH ST,NEW YORK,NY,100338026,-73.93611,40.8449331
310600145378,OUR LADY OF LOURDES SCHOOL,468 W 143RD ST,NEW YORK,NY,10031,-73.9481517,40.8235395
310600145388,OUR LADY QUEEN OF MARTYRS SCHOOL,71 ARDEN ST,NEW YORK,NY,100401101,-73.9278533,40.8635694
310600226845,YESHIVA RABBI S R HIRSCH,85-93 BENNETT AVE,NEW YORK,NY,100333037,-73.9350942,40.8530111
310600436469,NORTHEASTERN ACADEMY,532 W 215TH ST,NEW YORK,NY,100341599,-73.9175816,40.8703823
310600809016,MANHATTAN CHRISTIAN ACADEMY,401 W 205TH ST,NEW YORK,NY,100343601,-73.9181167,40.8627202
310600860887,NEW HEIGHTS ACADEMY CHARTER SCHOOL,1818 AMSTERDAM AVE,NEW YORK,NY,100311715,-73.945368,40.82884
310600860929,EQUITY PROJECT CHARTER SCHOOL (THE),549 AUDUBON AVE-TRAILER 30,NEW YORK,NY,10040,-73.92606,40.856532
310600860966,INWOOD ACAD FOR LEADERSHIP CHARTER,3896 10TH AVE,NEW YORK,NY,100342332,-73.918591,40.865508
310600861013,KIPP NYC WASHINGTON HEIGHTS CHARTER,21 JUMEL PL-RM D109,NEW YORK,NY,10032,-73.935815,40.839139
310600861073,SUCCESS ACADEMY CS - WASHINGTON HGTS,701 FORT WASHINGTON AVE,NEW YORK,NY,10040,-73.935231,40.85765
310600861101,SCHOOL IN THE SQUARE PUBLIC CS,120 WADSWORTH AVE,NEW YORK,NY,10033,-73.936073,40.848864
310600861111,WHIN MUSIC COMMUNITY CHARTER SCHOOL,401 W 164TH ST-4TH FL,NEW YORK,NY,10032,-73.937263,40.836982
310600861140,ZETA CHARTER SCHOOL - INWOOD 1,652 W 187TH ST,NEW YORK,NY,10033,-73.932869,40.853517
310600861157,EDUCATION UNLIMITED LYCEUM CHARTER,421 W 145TH ST,NEW YORK,NY,10031,-73.9458051,40.8246433
310600861176,AMBER CHARTER SCHOOL III,220 E 106TH ST,NEW YORK,NY,10029,-73.9439269,40.7909381
320700010001,PS 1 COURTLANDT SCHOOL,335 E 152ND ST,BRONX,NY,10451,-73.919634,40.819331
320700010005,PS 5 PORT MORRIS,564 JACKSON AVE,BRONX,NY,10455,-73.908358,40.813896
320700010018,PS 18 JOHN PETER ZENGER,502 MORRIS AVE,BRONX,NY,10451,-73.922697,40.816369
320700010025,PS 25 BILINGUAL SCHOOL,811 E 149TH ST,BRONX,NY,10455,-73.905751,40.812895
320700010029,PS/MS 29 MELROSE SCHOOL,758 COURTLANDT AVE,BRONX,NY,10451,-73.916419,40.821544
320700010030,PS 30 WILTON,510 E 141ST ST,BRONX,NY,10454,-73.917417,40.809023
320700010031,PS/MS 31 WILLIAM LLOYD GARRISON,250 E 156TH ST,BRONX,NY,10451,-73.92114,40.822574
320700010043,PS 43 JONAS BRONCK,165 BROWN PL,BRONX,NY,10454,-73.921593,40.806452
320700010049,PS 49 WILLIS AVENUE,383 E 139TH ST,BRONX,NY,10454,-73.92273,40.810413
320700010065,PS 65 MOTHER HALE ACADEMY,677 E 141ST ST,BRONX,NY,10454,-73.912557,40.807916
320700010151,JHS 151 LOU GEHRIG,250 E 156TH ST,BRONX,NY,10451,-73.92114,40.822574
320700010154,PS 154 JONATHAN D HYATT,333 E 135TH ST,BRONX,NY,10454,-73.925459,40.808194
320700010157,PS 157 GROVE HILL,757 CAULDWELL AVE,BRONX,NY,10456,-73.908965,40.819419
320700010161,PS 161 JUAN PONCE DE LEON SCHOOL,628 TINTON AVE,BRONX,NY,10455,-73.905233,40.814168
320700010179,PS 179,468 E 140TH ST,BRONX,NY,10454,-73.919773,40.80908
320700010223,LAB SCHOOL OF FIN & TECH: X223,360 E 145TH ST,BRONX,NY,10454,-73.920851,40.813612
320700010224,PS/IS 224,345 BROOK AVE,BRONX,NY,10454,-73.918774,40.810314
320700010277,PS 277,519 ST ANNS AVE,BRONX,NY,10454,-73.913872,40.813385
320700010296,SO BRONX ACADEMY-APPLIED MEDIA,778 FOREST AVE,BRONX,NY,10456,-73.905389,40.818703
320700010298,ACADEMY OF PUBLIC RELATIONS,778 FOREST AVE,BRONX,NY,10456,-73.905389,40.818703
320700010343,ACADEMY OF APPLIED MATH AND TECH,345 BROOK AVE,BRONX,NY,10454,-73.918774,40.810314
320700010359,CONCOURSE VILLAGE ELEMENTARY SCHOOL,750 CONCOURSE VILLAGE W,BRONX,NY,10451,-73.922527,40.823014
320700010369,YOUNG LEADERS ELEMENTARY SCHOOL,468 E 140TH ST,BRONX,NY,10454,-73.919773,40.80908
320700010584,IS 584,600 ST ANNS AVE,BRONX,NY,10455,-73.912038,40.814857
320700011221,SOUTH BRONX PREPARATORY,360 E 145TH ST,BRONX,NY,10454,-73.920851,40.813612
320700011259,HERO HIGH SCHOOL,455 SOUTHERN BLVD,BRONX,NY,10455,-73.907528,40.810671
320700011334,INTERNATIONAL COMMUNITY HIGH SCHOOL,345 BROOK AVE,BRONX,NY,10454,-73.918774,40.810314
320700011379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,778 FOREST AVE,BRONX,NY,10456,-73.905389,40.818703
320700011381,BRONX HAVEN HIGH SCHOOL,333 E 151ST ST,BRONX,NY,10451,-73.919949,40.818645
320700011427,COMMUNITY SCHOOL-SOCIAL JUSTICE,350 GERARD AVE,BRONX,NY,10451,-73.92996,40.815712
320700011473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,701 ST ANNS AVE,BRONX,NY,10455,-73.911633,40.818041
320700011495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,701 ST ANNS AVE,BRONX,NY,10455,-73.911633,40.818041
320700011500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,600 ST ANNS AVE,BRONX,NY,10455,-73.912038,40.814857
320700011522,BRONX DESIGN-CONSTRUCTION ACADEMY,333 E 151ST ST,BRONX,NY,10451,-73.919949,40.818645
320700011527,BRONX LEADERSHIP ACAD II HIGH SCHOOL,730 CONCOURSE VILLAGE W,BRONX,NY,10451,-73.922366,40.821828
320700011548,CAREERS IN SPORTS HS,730 CONCOURSE VILLAGE W,BRONX,NY,10451,-73.922366,40.821828
320700011551,URBAN ASSEMBLY BRONX OF LETTERS,339 MORRIS AVE,BRONX,NY,10451,-73.925995,40.813681
320700011557,MOTT HAVEN COMMUNITY HIGH SCHOOL,455 SOUTHERN BLVD,BRONX,NY,10455,-73.907528,40.810671
320700011600,ALFRED E SMITH CAREER-TECH HIGH SCH,333 E 151ST ST,BRONX,NY,10451,-73.919949,40.818645
320700011625,WALKABOUT BRONX HIGH SCHOOL,730 CONCOURSE VILLAGE,BRONX,NY,10451,-73.9231229,40.8215543
320700011670,HEALTH OPPORTUNITIES HIGH SCHOOL,350 GERARD AVE,BRONX,NY,10451,-73.92996,40.815712
320700145216,ST ANSELM SCHOOL,685 TINTON AVE,BRONX,NY,104552298,-73.9055778,40.8165077
320700145282,CARDINAL HAYES HIGH SCHOOL,650 GRAND CONCOURSE,BRONX,NY,104515298,-73.9257307,40.8205101
320700145305,IMMACULATE CONCEPTION SCHOOL,378 E 151ST ST,BRONX,NY,104552603,-73.917808,40.8176199
320700145342,ST LUKE SCHOOL,608 E 139TH ST,BRONX,NY,10454,-73.9151773,40.8064289
320700449657,BRONX-MANHATTAN SDA SCHOOL,1440 PLIMPTON AVE,BRONX,NY,10452,-73.9218828,40.843843
320700860703,HEKETI COMMUNITY CHARTER SCHOOL,403 CONCORD AVE,BRONX,NY,10454,-73.909595,40.8091
320700860820,KIPP ACADEMY CHARTER SCHOOL,201 E 144TH ST,BRONX,NY,104514796,-73.92114,40.822574
320700860852,BRONX CHARTER SCHOOL FOR CHILDREN,388 WILLIS AVE,BRONX,NY,104541303,-73.919913,40.81264
320700860889,SOUTH BRONX CHARTER SCHOOL,164 BRUCKNER BLVD,BRONX,NY,10454,-73.918037,40.803052
320700860915,BGLIG-SHIRLEY RODRIGUEZ-REMENESKI CS,750 CONCOURSE VILLAGE W-LOWER LEVEL,BRONX,NY,10451,-73.922527,40.823014
320700860920,UNIVERSITY PREP CHARTER HIGH SCHOOL,600 ST ANN'S AVE-4TH FL,BRONX,NY,104552800,-73.912038,40.814857
320700860925,MOTT HAVEN ACADEMY CHARTER SCHOOL,170 BROWN PL,BRONX,NY,104544110,-73.92115,40.806389
320700860926,NYC CHARTER HS - AECI,838 BROOK AVE,BRONX,NY,10451,-73.910421,40.821682
320700860957,ACADEMIC LEADERSHIP CHARTER SCHOOL,677 E 141ST ST,BRONX,NY,10454,-73.912557,40.807916
320700860981,SUCCESS ACADEMY CHARTER-BRONX 1,339 MORRIS AVE-2ND FL,BRONX,NY,10451,-73.925995,40.813681
320700860994,BOYS PREP CHARTER SCHOOL OF NY,192 E 151ST ST,BRONX,NY,10451,-73.927397,40.820298
320700861005,NYC MONTESSORI CHARTER SCHOOL,423 E 138TH ST,BRONX,NY,10454,-73.921888,40.808703
320700861014,BRILLA COLLEGE PREP CHARTER,413 E 144TH ST,BRONX,NY,10454,-73.919316,40.812804
320700861018,NEW VISIONS CHARTER HS-HUMANITIES II,455 SOUTHERN BLVD,BRONX,NY,10455,-73.907528,40.810671
320700861028,FAMILY LIFE ACADEMY CHARTER SCH II,296 E 140TH ST,BRONX,NY,104541125,-73.925416,40.811562
320700861035,SOUTH BRONX CLASSICAL CHARTER II,977 FOX ST,BRONX,NY,10454,-73.925459,40.808194
320700861057,NEW AMERICAN ACAD CHARTER SCH (THE),403 CONCORD AVE,BRONX,NY,10454,-73.9097575,40.8092794
320700861062,AMERICAN DREAM CHARTER SCHOOL,510 E 141ST ST-4TH FL,BRONX,NY,10454,-73.917417,40.809023
320700861070,FAMILY LIFE ACADEMY CHARTER SCH III,370 GERARD AVE,BRONX,NY,10451,-73.929949,40.816245
320700861080,STOREFRONT ACADEMY CHARTER SCHOOL,609 JACKSON AVE,BRONX,NY,10455,-73.908773,40.814952
320700861100,SOUTH BRONX COMMUNITY CHARTER HIGH S,730 CONCOURSE VILLAGE WEST,BRONX,NY,10451,-73.922366,40.821828
320700861106,BRILLA VERITAS CHARTER SCHOOL,600 E 156TH ST,BRONX,NY,10455,-73.921481,40.815311
320700861114,LEGACY COLLEGE PREPARATORY CHARTER,400 E 145TH ST,BRONX,NY,10454,-73.919979,40.813077
320700861135,KIPP FREEDOM CHARTER SCHOOL,338 E 146TH ST,BRONX,NY,10451,-73.9213385,40.8153244
320700861137,NEIGHBORHOOD CHARTER SCHOOL  - BRONX,411 WALES AVE,BRONX,NY,10454,-73.909019,40.808963
320700861139,URBAN DOVE TEAM CHARTER SCHOOL II,860 FOREST AVE,BRONX,NY,10456,-73.905097,40.820858
320700861141,ZETA CHARTER SCHOOL - BRONX 1,222 ALEXANDER AVE,BRONX,NY,10454,-73.924847,40.809462
320700861145,CREO COLLEGE PREP CHARTER SCHOOL,111 BROADWAY-STE 604,NEW YORK,NY,10006,-73.925045,40.820059
320700861154,AECI II:  NYC CHARTER HS-COMP ENGIN,423 EAST 138TH ST,BRONX,NY,10454,-73.921888,40.808703
320700861167,DREAM CHARTER SCHOOL MOTT HAVEN,411 WALES AVE,BRONX,NY,10454,-73.92114,40.822574
320700861173,UNIVERSITY PREP CHARTER MIDDLE SCHOO,470 JACKSON AVE,BRONX,NY,10455,-73.909363,40.811051
320700861179,GIRLS PREP CHARTER SCHOOL - BRONX II,441 E 148TH ST,BRONX,NY,10455,-73.9162336,40.8147903
320700861181,ZETA CHARTER SCHOOL - BRONX 3,222 ALEXANDER AVE,BRONX,NY,10451,-73.9253825,40.8094112
320700861182,ZETA CHARTER SCHOOL - BRONX 2,222 ALEXANDER AVE,BRONX,NY,10451,-73.9253825,40.8094112
320700996063,NEW LIFE SCHOOL (THE),831 EAGLE AVE,BRONX,NY,10456,-73.9090367,40.8215066
320800010014,PS 14 SENATOR JOHN CALANDRA,3041 BRUCKNER BLVD,BRONX,NY,104615696,-73.826277,40.835318
320800010036,PS 36 UNIONPORT,1070 CASTLE HILL AVE,BRONX,NY,104726399,-73.849791,40.82948
320800010048,PS 48 JOSEPH R DRAKE,1290 SPOFFORD AVE,BRONX,NY,104746594,-73.886834,40.814034
320800010062,PS 62 INOCENSIO CASANOVA,660 FOX ST,BRONX,NY,104553599,-73.900161,40.813736
320800010069,PS 69 JOURNEY PREP SCHOOL,560 THERIOT AVE,BRONX,NY,104732996,-73.86046,40.8167
320800010071,PS 71 ROSE E SCALA,3040 ROBERTS AVE,BRONX,NY,104615197,-73.829562,40.845379
320800010072,PS 72 DR WILLIAM DORNEY,2951 DEWEY AVE,BRONX,NY,104652596,-73.818172,40.823237
320800010075,PS 75 SCHOOL OF RESEARCH-DISCOVERY,984 FAILE ST,BRONX,NY,104593799,-73.888948,40.822314
320800010093,PS 93 ALBERT G OLIVER,1535 STORY AVE,BRONX,NY,104734555,-73.877274,40.822522
320800010100,PS 100 ISAAC CLASON,800 TAYLOR AVE,BRONX,NY,104733303,-73.86276,40.822552
320800010101,MS 101 EDWARD R BYRNE,2750 LAFAYETTE AVE,BRONX,NY,104652299,-73.829211,40.82708
320800010107,PS 107,1695 SEWARD AVE,BRONX,NY,104734299,-73.868735,40.819221
320800010119,DR EMMETT W BASSETT SCHOOL (THE),1075 PUGSLEY AVE,BRONX,NY,104726199,-73.857392,40.828474
320800010123,JHS 123 JAMES M KIERNAN,1025 MORRISON AVE,BRONX,NY,104725907,-73.874162,40.824989
320800010130,PS 130 ABRAM STEVENS HEWITT,750 PROSPECT AVE,BRONX,NY,104551899,-73.901709,40.817742
320800010131,JHS 131 ALBERT EINSTEIN,885 BOLTON AVE,BRONX,NY,104732798,-73.859998,40.822925
320800010138,PS 138 SAMUEL RANDALL,2060 LAFAYETTE AVE,BRONX,NY,104732009,-73.853157,40.822288
320800010140,PS 140 EAGLE SCHOOL (THE),916 EAGLE AVE,BRONX,NY,104567399,-73.907489,40.823318
320800010146,PS 146 EDWARD COLLINS,968 CAULDWELL AVE,BRONX,NY,104566804,-73.905734,40.824717
320800010152,PS 152 EVERGREEN,1007 EVERGREEN AVE,BRONX,NY,104725595,-73.880479,40.823941
320800010182,PS 182,601 STICKBALL BLVD,BRONX,NY,104732697,-73.856976,40.818925
320800010182,PS 182,601 STICKBALL BLVD,BRONX,NY,104732697,-73.856976,40.818925
320800010301,MS 301 PAUL L DUNBAR,890 CAULDWELL AVE,BRONX,NY,104567398,-73.906739,40.822291
320800010302,MS 302 LUISA DESSUS CRUZ,681 KELLY ST,BRONX,NY,10455,-73.901599,40.816078
320800010304,PS 304 EARLY CHILDHOOD SCHOOL,2750 LAFAYETTE AVE,BRONX,NY,104652299,-73.829211,40.82708
320800010312,MILLENIUM ART ACADEMY,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800010333,LONGWOOD ACADEMY FOR DISCOVERY,888 REV J A POLITE AVE,BRONX,NY,10459,-73.898399,40.820108
320800010337,SCHOOL FOR INQUIRY & SOCIAL JUSTICE,1025 MORRISON AVE,BRONX,NY,10472,-73.874162,40.824989
320800010371,URBAN INSTITUTE OF MATHEMATICS,650 HOLLYWOOD AVE,BRONX,NY,10465,-73.818083,40.826794
320800010375,BRONX MATHEMATICS PREP SCH (THE),456 WHITE PLAINS RD,BRONX,NY,10473,-73.85607,40.815043
320800010392,BRONX DELTA SCHOOL,650 HOLLYWOOD AVE,BRONX,NY,10465,-73.818083,40.826794
320800010424,HUNTS POINT SCHOOL (THE),730 BRYANT AVE,BRONX,NY,10474,-73.885284,40.815827
320800010448,SOUNDVIEW ACADEMY,885 BOLTON AVE,BRONX,NY,10473,-73.859998,40.822925
320800010467,MOTT HALL COMMUNITY SCHOOL,650 HOLLYWOOD AVE,BRONX,NY,10465,-73.818083,40.826794
320800010562,BLUEPRINT MIDDLE SCHOOL,1111 PUGSLEY AVE,BRONX,NY,10472,-73.857882,40.829153
320800010583,PS 583,1028 WHITE PLAINS RD,BRONX,NY,10472,-73.859622,40.826949
320800011269,BRONX STUDIO SCHOOL-WRITERS-ARTISTS,928 SIMPSON ST,BRONX,NY,10459,-73.892961,40.820388
320800011282,WOMEN'S ACADEMY OF EXCELLENCE,456 WHITE PLAINS RD,BRONX,NY,10473,-73.85607,40.815043
320800011293,RENAISSANCE HIGH SCHOOL-MTA,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011320,PELHAM LAB HIGH SCHOOL,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011348,SCHUYLERVILLE PREP HIGH SCHOO,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011349,BRONX RIVER HIGH SCHOOL,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011367,"ARCHIMEDES ACAD-MATH, SCI, TECH",456 WHITE PLAINS RD,BRONX,NY,10473,-73.85607,40.815043
320800011376,ANTONIA PANTOJA PREP ACADEMY,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011377,BRONX COMMUNITY HIGH SCHOOL,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011405,HERBERT H LEHMAN HIGH SCHOOL,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011432,BRONX BRIDGES HIGH SCHOOL,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011452,GOTHAM COLLABORATIVE HIGH SCHOOL,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011530,LONGWOOD PREPARATORY ACADEMY,965 LONGWOOD AVE,BRONX,NY,10459,-73.897876,40.817741
320800011537,BRONX ARENA HIGH SCHOOL,1440 STORY AVE,BRONX,NY,10473,-73.881187,40.820486
320800011558,WESTCHESTER SQUARE ACADEMY,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011559,SCHOOL FOR TOURISM AND HOSPITALITY,900 TINTON AVE,BRONX,NY,10456,-73.902892,40.821723
320800011561,BRONX COMPASS HIGH SCHOOL,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800145225,ST ATHANASIUS SCHOOL,830 SOUTHERN BLVD,BRONX,NY,104595203,-73.8949673,40.8171126
320800145231,ST BENEDICT SCHOOL,1016 EDISON AVE,BRONX,NY,104652105,-73.8254109,40.8324318
320800145271,ST FRANCES DE CHANTAL SCHOOL,2962 HARDING AVE,BRONX,NY,104653435,-73.8130039,40.8161647
320800145286,MONSIGNOR SCANLAN HIGH SCHOOL,915 HUTCHNSN RVR PKWY,BRONX,NY,104651897,-73.8391495,40.825734
320800145288,HOLY CROSS SCHOOL,1846 RANDALL AVE,BRONX,NY,10473,-73.86072,40.8172944
320800145291,HOLY FAMILY SCHOOL,2169 BLACKROCK AVE,BRONX,NY,104726299,-73.8510603,40.8291738
320800145324,ST JOSEPH SCHOOL FOR THE DEAF,1000 HUTCHINSON RVR PKWY,BRONX,NY,104651899,-73.8370093,40.8270148
320800145373,OUR LADY OF THE ASSUMPTION SCHOOL,1617 PARKVIEW AVE,BRONX,NY,10461,-73.8272489,40.8454066
320800145411,PRESTON HIGH SCHOOL,2780 SCHURZ AVE,BRONX,NY,104653234,-73.8199133,40.813834
320800145442,ST THERESA SCHOOL,2872 ST THERESA AVE,BRONX,NY,10461,-73.8334061,40.8491399
320800145452,VILLA MARIA ACADEMY,3335 COUNTRY CLUB RD,BRONX,NY,104651297,-73.8165423,40.8414434
320800149495,ST IGNATIUS SCHOOL,740 MANIDA ST,BRONX,NY,104745420,-73.8884446,40.8153328
320800716855,GREEK AMERICAN INST OF NY,3573 BRUCKNER BLVD,BRONX,NY,104615203,-73.828304,40.8499198
320800860846,BRONX CHARTER SCHOOL FOR THE ARTS,950 LONGFELLOW AVE,BRONX,NY,104744809,-73.886477,40.821815
320800860872,GRAND CONCOURSE ACAD CHARTER SCH,625 BOLTON AVE,BRONX,NY,10473,-73.858773,40.818442
320800860903,HYDE LEADERSHIP CHARTER SCHOOL,730 BRYANT AVE,BRONX,NY,10474,-73.885284,40.815827
320800860940,GIRLS PREP CHARTER SCH-BRONX,681 KELLY ST-RM 205,BRONX,NY,104553410,-73.901599,40.816078
320800861017,NEW VISIONS CHTR HS-ADV MA/SCI II,900 TINTON AVE,BRONX,NY,10456,-73.902892,40.821723
320800861030,ICAHN CHARTER SCHOOL 7,1535 STORY AVE,BRONX,NY,10473,-73.877274,40.822522
320800861044,SUCCESS ACAD CHARTER SCH-BRONX 3,1000 TELLER AVE-3RD FL,BRONX,NY,10469,-73.914067,40.827438
320800861068,SOUTH BRONX EARLY COLLEGE ACADEMY CS,801 E 156TH ST,BRONX,NY,10455,-73.904223,40.818069
320800861074,SUCCESS ACADEMY CS - BRONX 4,885 BOLTON AVE-3RD FL,BRONX,NY,10473,-73.859998,40.822925
320800861126,EMBLAZE ACADEMY CHARTER SCHOOL,1164 GARRISON AVE,BRONX,NY,10474,-73.88819,40.820102
320800861143,BOLD CHARTER SCHOOL,1090 CLOSE AVE,BRONX,NY,10472,-73.881894,40.825121
320800861155,BRONX ARTS AND SCIENCE CHARTER,925 HUTCHINSON RIVER PKWAY,BRONX,NY,10465,-73.838299,40.825715
320800861166,DREAM CHARTER SCHOOL HUNTS POINT,1991 2ND AVE,NEW YORK,NY,10029,-73.9442968,40.7891971
320900010004,PS/MS 4 CROTONA PARK WEST,1701 FULTON AVE,BRONX,NY,10457,-73.897943,40.841758
320900010011,PS 11 HIGHBRIDGE,1257 OGDEN AVE,BRONX,NY,10452,-73.92589,40.839693
320900010022,JHS 22 JORDAN L MOTT,270 E 167TH ST,BRONX,NY,10456,-73.91435,40.832022
320900010028,PS 28 MOUNT HOPE,1861 ANTHONY AVE,BRONX,NY,10457,-73.903821,40.848344
320900010035,PS 35 FRANZ SIEGEL,261 E 163RD ST,BRONX,NY,10451,-73.917705,40.828009
320900010042,PS 42 CLAREMONT,1537 WASHINGTON AVE,BRONX,NY,10456,-73.903243,40.838636
320900010053,PS 53 BASHEER QUISIM,360 E 168TH ST,BRONX,NY,10456,-73.911906,40.832648
320900010055,PS 55 BENJAMIN FRANKLIN,450 ST PAUL'S PL,BRONX,NY,10456,-73.90497,40.835934
320900010058,PS 58,459 E 176TH ST,BRONX,NY,10457,-73.898826,40.846383
320900010063,PS 63 AUTHOR'S ACADEMY,1260 FRANKLIN AVE,BRONX,NY,10456,-73.901859,40.83093
320900010070,PS 70 MAX SCHOENFELD,1691 WEEKS AVE,BRONX,NY,10457,-73.90807,40.844236
320900010073,PS 73 BRONX,1020 ANDERSON AVE,BRONX,NY,10452,-73.926415,40.832609
